Article,Triplet,Title,Head,Relation,Tail
Article 277  Amendments to Regulation (EU) No 283/2014,"('services', 'model item', 'generic')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,services,model item,generic
Article 277  Amendments to Regulation (EU) No 283/2014,"('services', 'model item', 'generic services')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,services,model item,generic services
Article 279  Transitional provisions,"('egf', 'foundational text', 'regulation (eu) no 1309/2013')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,egf,foundational text,regulation (eu) no 1309/2013
Article 279  Transitional provisions,"('egf', 'different from', 'the egf')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,egf,different from,the egf
Article 279  Transitional provisions,"('commission', 'different from', 'euratom')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,commission,different from,euratom
Article 280  Review,"('article 259', 'part of', 'article 259')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,article 259,part of,article 259
Article 282  Entry into force and application,"('article 273(3)', 'point in time', '1 january 2014')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,article 273(3),point in time,1 january 2014
Article 282  Entry into force and application,"('article 272(14)(b)', 'point in time', '1 january 2014')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,article 272(14)(b),point in time,1 january 2014
Article 282  Entry into force and application,"('article 250', 'start time', 'post-2020')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,article 250,start time,post-2020
Article 282  Entry into force and application,"('european parliament', 'director / manager', 'a. tajani')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,european parliament,director / manager,a. tajani
Article 282  Entry into force and application,"('european parliament', 'office held by head of the organization', 'president')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,european parliament,office held by head of the organization,president
Article 282  Entry into force and application,"('president', 'nominated by', 'european parliament')",TITLE XVI INFORMATION REQUESTS AND DELEGATED ACTS,president,nominated by,european parliament
Article 2  Definitions,"('tender', 'part of', 'procurement')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",tender,part of,procurement
Article 2  Definitions,"('the budget', 'statement is subject of', 'basic')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",the budget,statement is subject of,basic
Article 2  Definitions,"('the budget', 'statement is subject of', 'basic act')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",the budget,statement is subject of,basic act
Article 2  Definitions,"('basic', 'statement is subject of', 'the budget')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",basic,statement is subject of,the budget
Article 2  Definitions,"('basic', 'statement is subject of', 'basic')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",basic,statement is subject of,basic
Article 2  Definitions,"('basic', 'statement is subject of', 'basic act')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",basic,statement is subject of,basic act
Article 2  Definitions,"('basic act', 'statement is subject of', 'the budget')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",basic act,statement is subject of,the budget
Article 2  Definitions,"('basic act', 'statement is subject of', 'basic')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",basic act,statement is subject of,basic
Article 2  Definitions,"('teu', 'foundational text', 'treaty on european union')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",teu,foundational text,treaty on european union
Article 2  Definitions,"('commission', 'industry', 'budget')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",commission,industry,budget
Article 2  Definitions,"('budgetary commitment', 'facet of', 'budget')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",budgetary commitment,facet of,budget
Article 2  Definitions,"('check', 'facet of', 'central purchasing body')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",check,facet of,central purchasing body
Article 2  Definitions,"('concession', 'subclass of', 'the concession')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",concession,subclass of,the concession
Article 2  Definitions,"('contingent liability', 'subclass of', 'contract')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",contingent liability,subclass of,contract
Article 2  Definitions,"('future event', 'subclass of', 'contract')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",future event,subclass of,contract
Article 2  Definitions,"('contractor', 'subclass of', 'contract')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",contractor,subclass of,contract
Article 2  Definitions,"('contribution agreement', 'subclass of', 'contract')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",contribution agreement,subclass of,contract
Article 2  Definitions,"('counterpart', 'instance of', 'counterpart')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",counterpart,instance of,counterpart
Article 2  Definitions,"('crisis', 'has cause', 'environmental degradation')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",crisis,has cause,environmental degradation
Article 2  Definitions,"('decommitment', 'has cause', 'climate change')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",decommitment,has cause,climate change
Article 2  Definitions,"('financial asset', 'subclass of', 'asset')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",financial asset,subclass of,asset
Article 2  Definitions,"('cash', 'subclass of', 'financial asset')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",cash,subclass of,financial asset
Article 2  Definitions,"('framework contract', 'used by', 'european development fund')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",framework contract,used by,european development fund
Article 2  Definitions,"('framework contract', 'used by', 'edf')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",framework contract,used by,edf
Article 2  Definitions,"('grant', 'part of', 'basic act')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",grant,part of,basic act
Article 2  Definitions,"('loan', 'instance of', 'liquidity risk')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",loan,instance of,liquidity risk
Article 2  Definitions,"('union', 'field of work', 'multidonor action')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",union,field of work,multidonor action
Article 2  Definitions,"('union', 'foundational text', 'multidonor action')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",union,foundational text,multidonor action
Article 2  Definitions,"('union', 'industry', 'output')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",union,industry,output
Article 2  Definitions,"('participant', 'industry', 'output')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",participant,industry,output
Article 2  Definitions,"('procurement', 'part of', 'procurement')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",procurement,part of,procurement
Article 2  Definitions,"('draft contract', 'instance of', 'public contract')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",draft contract,instance of,public contract
Article 2  Definitions,"('draft contract', 'instance of', 'contract')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",draft contract,instance of,contract
Article 2  Definitions,"('draft contract', 'part of', 'contract')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",draft contract,part of,contract
Article 2  Definitions,"('public contract', 'part of', 'contract')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",public contract,part of,contract
Article 2  Definitions,"('contracting authorities', 'instance of', 'public contract')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",contracting authorities,instance of,public contract
Article 2  Definitions,"('contracting authorities', 'instance of', 'contract')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",contracting authorities,instance of,contract
Article 2  Definitions,"('building contracts', 'published in', 'budget')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",building contracts,published in,budget
Article 2  Definitions,"('debt', 'opposite of', 'beneficiary')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",debt,opposite of,beneficiary
Article 2  Definitions,"('repurchase agreement', 'subclass of', 'securities')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",repurchase agreement,subclass of,securities
Article 2  Definitions,"('direct research', 'subclass of', 'research')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",direct research,subclass of,research
Article 2  Definitions,"('direct research', 'subclass of', 'appropriation')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",direct research,subclass of,appropriation
Article 2  Definitions,"('service contract', 'subclass of', 'risksharing instrument')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",service contract,subclass of,risksharing instrument
Article 2  Definitions,"('european union', 'executive body', 'eec euratom')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",european union,executive body,eec euratom
Article 2  Definitions,"('supply contract', 'opposite of', 'rental')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",supply contract,opposite of,rental
Article 2  Definitions,"('technical assistance', 'subclass of', 'economic operator')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",technical assistance,subclass of,economic operator
Article 2  Definitions,"('management', 'subclass of', 'economic operator')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",management,subclass of,economic operator
Article 2  Definitions,"('union', 'industry', 'technical assistance')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",union,industry,technical assistance
Article 2  Definitions,"('union', 'subclass of', 'technical assistance')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",union,subclass of,technical assistance
Article 2  Definitions,"('union', 'subclass of', 'management')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",union,subclass of,management
Article 2  Definitions,"('union', 'subclass of', 'economic operator')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",union,subclass of,economic operator
Article 2  Definitions,"('contracting authority', 'main regulatory text', 'directive 201424eu')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",contracting authority,main regulatory text,directive 201424eu
Article 2  Definitions,"('grant', 'subclass of', 'procurement')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",grant,subclass of,procurement
Article 2  Definitions,"('grant', 'part of', 'procurement')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",grant,part of,procurement
Article 2  Definitions,"('the budget', 'subclass of', 'procurement')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",the budget,subclass of,procurement
Article 2  Definitions,"('beneficiary', 'opposite of', 'grant')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",beneficiary,opposite of,grant
Article 2  Definitions,"('grant', 'opposite of', 'beneficiary')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",grant,opposite of,beneficiary
Article 2  Definitions,"('candidate', 'subclass of', 'economic operator')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",candidate,subclass of,economic operator
Article 2  Definitions,"('fraud', 'handled, mitigated, or managed by', 'controls')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",fraud,"handled, mitigated, or managed by",controls
Article 2  Definitions,"('fraud and irregularities', 'has cause', 'fraud')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",fraud and irregularities,has cause,fraud
Article 2  Definitions,"('framework contract', 'subclass of', 'public contract')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",framework contract,subclass of,public contract
Article 2  Definitions,"('framework contract', 'instance of', 'public contract')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",framework contract,instance of,public contract
Article 2  Definitions,"('economic operators', 'field of this occupation', 'public contract')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",economic operators,field of this occupation,public contract
Article 2  Definitions,"('grant', 'subclass of', 'financial contribution')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",grant,subclass of,financial contribution
Article 2  Definitions,"('grant', 'conferred by', 'donation')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",grant,conferred by,donation
Article 2  Definitions,"('donation', 'subclass of', 'financial contribution')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",donation,subclass of,financial contribution
Article 2  Definitions,"('prize', 'conferred by', 'ix')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",prize,conferred by,ix
Article 2  Definitions,"('research and technological development appropriation', 'subclass of', 'research')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",research and technological development appropriation,subclass of,research
Article 2  Definitions,"('budget', 'facet of', 'financial management')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",budget,facet of,financial management
Article 2  Definitions,"('economic operator', 'field of this occupation', 'tender')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",economic operator,field of this occupation,tender
Article 2  Definitions,"('european council', 'country', 'union')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",european council,country,union
Article 2  Definitions,"('european central bank', 'country', 'union')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",european central bank,country,union
Article 2  Definitions,"('works contract', 'subclass of', 'directive 201424eu')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",works contract,subclass of,directive 201424eu
Article 3  Compliance of secondary legislation with this Regulation,"('title ii', 'main regulatory text', 'this regulation')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",title ii,main regulatory text,this regulation
Article 3  Compliance of secondary legislation with this Regulation,"('title ii', 'main regulatory text', 'regulation')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",title ii,main regulatory text,regulation
Article 3  Compliance of secondary legislation with this Regulation,"('title ii', 'supplement to', 'this regulation')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",title ii,supplement to,this regulation
Article 3  Compliance of secondary legislation with this Regulation,"('title ii', 'supplement to', 'regulation')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",title ii,supplement to,regulation
Article 5  Protection of personal data,"('ec', 'different from', 'ec')","TITLE I SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES",ec,different from,ec
Article 7  Scope of the budget,"('appropriations', 'statement is subject of', 'article 15')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,appropriations,statement is subject of,article 15
Article 10  Budgetary accounting for revenue and appropriations,"('value added tax', 'standards body', 'eu euratom')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,value added tax,standards body,eu euratom
Article 12  Cancellation and carry-over of appropriations,"('basic act', 'facet of', 'financial year')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,basic act,facet of,financial year
Article 12  Cancellation and carry-over of appropriations,"('commission', 'instance of', 'financial year')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,commission,instance of,financial year
Article 12  Cancellation and carry-over of appropriations,"('commission', 'instance of', 'basic act')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,commission,instance of,basic act
Article 12  Cancellation and carry-over of appropriations,"('the eagf', 'main regulatory text', 'regulation')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,the eagf,main regulatory text,regulation
Article 12  Cancellation and carry-over of appropriations,"('basic act', 'facet of', 'the commission')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,basic act,facet of,the commission
Article 12  Cancellation and carry-over of appropriations,"('financial year', 'instance of', 'financial year')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,financial year,instance of,financial year
Article 12  Cancellation and carry-over of appropriations,"('european union', 'executive body', 'european union solidarity fund')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,european union,executive body,european union solidarity fund
Article 12  Cancellation and carry-over of appropriations,"('following financial year', 'follows', 'following financial year')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,following financial year,follows,following financial year
Article 14  Decommitments,"('13032013', 'country', 'eu')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,13032013,country,eu
Article 14  Decommitments,"('eu', 'different from', 'eu')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,eu,different from,eu
Article 14  Decommitments,"('eu', 'foundational text', '13032013')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,eu,foundational text,13032013
Article 14  Decommitments,"('13032013', 'supplement to', 'regulations')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,13032013,supplement to,regulations
Article 15  Making appropriations corresponding to decommitments available again,"('regulation (eu) no 13032013', 'main regulatory text', 'small and medium sized enterprises')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,regulation (eu) no 13032013,main regulatory text,small and medium sized enterprises
Article 15  Making appropriations corresponding to decommitments available again,"('regulation (eu) no 13032013', 'main regulatory text', 'smes')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,regulation (eu) no 13032013,main regulatory text,smes
Article 15  Making appropriations corresponding to decommitments available again,"('13032013', 'main regulatory text', 'regulation')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,13032013,main regulatory text,regulation
Article 15  Making appropriations corresponding to decommitments available again,"('commitment', 'facet of', 'budgetary procedure')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,commitment,facet of,budgetary procedure
Article 15  Making appropriations corresponding to decommitments available again,"('budgetary procedure', 'part of', 'budgetary procedure')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,budgetary procedure,part of,budgetary procedure
Article 16  Rules applicable in the event of late adoption of the budget,"('its', 'legislative body', 'european parliament')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,its,legislative body,european parliament
Article 16  Rules applicable in the event of late adoption of the budget,"('chapter', 'instance of', 'chapter')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,chapter,instance of,chapter
Article 16  Rules applicable in the event of late adoption of the budget,"('provisional twelfths', 'main regulatory text', 'article 315 tfeu')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,provisional twelfths,main regulatory text,article 315 tfeu
Article 16  Rules applicable in the event of late adoption of the budget,"('council', 'instance of', 'union')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,council,instance of,union
Article 19  Use of euro,"('accounting officer', 'field of this occupation', 'grant')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,accounting officer,field of this occupation,grant
Article 19  Use of euro,"('commission', 'external auditor', 'accounting officer')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,commission,external auditor,accounting officer
Article 19  Use of euro,"('the eeas', 'external auditor', 'accounting officer')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,the eeas,external auditor,accounting officer
Article 21  Assigned revenue,"('steel', 'standards body', 'teu')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,steel,standards body,teu
Article 21  Assigned revenue,"('steel', 'standards body', 'the tfeu')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,steel,standards body,the tfeu
Article 21  Assigned revenue,"('their', 'CITES Appendix', 'article 209(3)')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,their,CITES Appendix,article 209(3)
Article 21  Assigned revenue,"('budget', 'main regulatory text', 'article 12(4) and with article 32')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,budget,main regulatory text,article 12(4) and with article 32
Article 21  Assigned revenue,"('budget', 'main regulatory text', 'article 32')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,budget,main regulatory text,article 32
Article 21  Assigned revenue,"('union', 'foundational text', 'the tfeu')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,union,foundational text,the tfeu
Article 21  Assigned revenue,"('joint research centre', 'foundational text', 'euratom')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,joint research centre,foundational text,euratom
Article 21  Assigned revenue,"('union', 'foundational text', 'article 209(3)')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,union,foundational text,article 209(3)
Article 21  Assigned revenue,"('their', 'foundational text', 'article 209(3)')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,their,foundational text,article 209(3)
Article 21  Assigned revenue,"('union', 'member of', 'the tfeu')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,union,member of,the tfeu
Article 21  Assigned revenue,"('joint research centre', 'foundational text', 'article 59')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,joint research centre,foundational text,article 59
Article 21  Assigned revenue,"('joint research centre', 'instance of', 'article 59')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,joint research centre,instance of,article 59
Article 21  Assigned revenue,"('union', 'foundational text', 'article 59')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,union,foundational text,article 59
Article 22  Structure to accommodate assigned revenue and provision of corresponding appropriations,"('union', 'foundational text', 'the budget')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,union,foundational text,the budget
Article 22  Structure to accommodate assigned revenue and provision of corresponding appropriations,"('union', 'foundational text', 'budget')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,union,foundational text,budget
Article 22  Structure to accommodate assigned revenue and provision of corresponding appropriations,"('statement of expenditure', 'facet of', 'union')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,statement of expenditure,facet of,union
Article 22  Structure to accommodate assigned revenue and provision of corresponding appropriations,"('appropriations', 'part of', 'statement of expenditure')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,appropriations,part of,statement of expenditure
Article 22  Structure to accommodate assigned revenue and provision of corresponding appropriations,"('appropriations', 'follows', 'statement of revenue')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,appropriations,follows,statement of revenue
Article 22  Structure to accommodate assigned revenue and provision of corresponding appropriations,"('appropriations', 'follows', 'commitment')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,appropriations,follows,commitment
Article 23  Contributions from Member States to research programmes,"('budget', 'has cause', 'budget')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,budget,has cause,budget
Article 23  Contributions from Member States to research programmes,"('euratom', 'standards body', 'eu euratom')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,euratom,standards body,eu euratom
Article 24  Assigned revenue resulting from the participation of EFTA States in certain Union programmes,"('eea', 'statement is subject of', 'eea agreement')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,eea,statement is subject of,eea agreement
Article 24  Assigned revenue resulting from the participation of EFTA States in certain Union programmes,"('efta', 'statement is subject of', 'eea agreement')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,efta,statement is subject of,eea agreement
Article 24  Assigned revenue resulting from the participation of EFTA States in certain Union programmes,"('european economic area', 'foundational text', 'eea agreement')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,european economic area,foundational text,eea agreement
Article 24  Assigned revenue resulting from the participation of EFTA States in certain Union programmes,"('efta', 'executive body', 'commission')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,efta,executive body,commission
Article 26  Corporate sponsorship,"('union', 'instance of', 'union institutions and bodies')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,union,instance of,union institutions and bodies
Article 26  Corporate sponsorship,"('union', 'official observer status in organisation', 'union institutions and bodies')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,union,official observer status in organisation,union institutions and bodies
Article 26  Corporate sponsorship,"('union institutions and bodies', 'instance of', 'union')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,union institutions and bodies,instance of,union
Article 27  Rules on deductions and exchange rate adjustments,"('teu', 'foundational text', 'protocol no 7 on the privileges and immunities of the european union')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,teu,foundational text,protocol no 7 on the privileges and immunities of the european union
Article 27  Rules on deductions and exchange rate adjustments,"('chapter', 'part of', 'chapter article')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,chapter,part of,chapter article
Article 27  Rules on deductions and exchange rate adjustments,"('union', 'foundational text', 'protocol no 7 on the privileges and immunities of the european union')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,union,foundational text,protocol no 7 on the privileges and immunities of the european union
Article 28  General provisions,"('the budget', 'facet of', 'budget')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,the budget,facet of,budget
Article 28  General provisions,"('budget', 'instance of', 'the budget')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,budget,instance of,the budget
Article 29  Transfers by Union institutions other than the Commission,"('union', 'executive body', 'council of the union')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,union,executive body,council of the union
Article 29  Transfers by Union institutions other than the Commission,"('council of the union', 'country', 'union')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,council of the union,country,union
Article 31  Transfer proposals submitted to the European Parliament and to the Council by Union institutions,"('the council', 'executive body', 'council')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,the council,executive body,council
Article 32  Transfers subject to special provisions,"('l 19342', 'part of', 'l 19342')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,l 19342,part of,l 19342
Article 32  Transfers subject to special provisions,"('l 19342', 'part of', '19342')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,l 19342,part of,19342
Article 32  Transfers subject to special provisions,"('19342', 'part of', 'l 19342')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,19342,part of,l 19342
Article 32  Transfers subject to special provisions,"('19342', 'part of', '19342')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,19342,part of,19342
"Article 33  Performance and principles of economy, efficiency and effectiveness","('european', 'instance of', 'european')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,european,instance of,european
Article 35  Compulsory financial statement,"('union', 'CITES Appendix', 'the union')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,union,CITES Appendix,the union
Article 35  Compulsory financial statement,"('high representative', 'instance of', 'high representative')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,high representative,instance of,high representative
Article 36  Internal control of budget implementation,"('budget', 'subclass of', 'internal control')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,budget,subclass of,internal control
Article 36  Internal control of budget implementation,"('internal control', 'facet of', 'fraud')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,internal control,facet of,fraud
Article 36  Internal control of budget implementation,"('fraud', 'subclass of', 'internal control')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,fraud,subclass of,internal control
Article 36  Internal control of budget implementation,"('effectiveness and efficiency l 19344', 'instance of', 'control')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,effectiveness and efficiency l 19344,instance of,control
Article 36  Internal control of budget implementation,"('l 19344', 'instance of', 'control')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,l 19344,instance of,control
Article 36  Internal control of budget implementation,"('control', 'facet of', '19344')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,control,facet of,19344
Article 36  Internal control of budget implementation,"('l 19344', 'subclass of', 'control')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,l 19344,subclass of,control
Article 36  Internal control of budget implementation,"('basic acts', 'instance of', 'the internal control')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,basic acts,instance of,the internal control
Article 36  Internal control of budget implementation,"('basic acts', 'instance of', 'controls')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,basic acts,instance of,controls
