Title,Articles,coreference_list_ready,coreference_paragraph_clean,triplets_clean_parag
"TITLE XIV 
EXTERNAL AUDIT AND DISCHARGE ",Article 255  Rules and procedure on the audit ,"in order to perform its task, the court of auditors shall notify union institutions and the authorities to which this regulation applies of the names of the members of its staff who are empowered to audit the members of its staff who are empowered to audit them.",in order to perform its task the court of auditors shall notify union institutions and the authorities to which this regulation applies of the names of the members of its staff who are empowered to audit the members of its staff who are empowered to audit them.,"[[{'head': 'union', 'type': 'part of', 'tail': 'authorities'}], [{'head': 'union', 'type': 'subclass of', 'tail': 'institutions'}], [{'head': 'union institutions', 'type': 'part of', 'tail': 'authorities'}]]"
"TITLE XIV 
EXTERNAL AUDIT AND DISCHARGE ",Article 256  Checks on securities and cash ,the court of auditors shall ensure that all securities and cash on deposit or in hand are checked against vouchers signed by the depositories or against official memoranda of cash and securities held. it may carry out such checks itself.,the court of auditors shall ensure that all securities and cash on deposit or in hand are checked against vouchers signed by the depositories or against official memoranda of cash and securities held. it may carry out such checks itself.,"[[{'head': 'cash', 'type': 'subclass of', 'tail': 'securities'}], [{'head': 'depositories', 'type': 'product or material produced', 'tail': 'cash'}], [{'head': 'deposits', 'type': 'subclass of', 'tail': 'cash'}]]"
"TITLE XIV 
EXTERNAL AUDIT AND DISCHARGE ",Article 257  Court of Auditors’ right of access ,"union institutions, the bodies administering revenue or expenditure on the union’s behalf and recipients shall afford the court of auditors all the facilities and give it all the information which it considers necessary for the performance of it task. they shall, at the request of the court of auditors, place at the court of auditors disposal all documents concerning the award and performance of contracts financed by the budget and all accounts of cash or materials, all accounting records or supporting documents, and also administrative documents relating thereto, all documents relating to revenue and l 193/150   expenditure, all inventories, all organisation charts of departments, which the court of auditors considers necessary for auditing the annual accounts and budget implementation reports on the basis of records or on-the-spot auditing and, for the same purposes, all documents and data created or stored electronically. the court of auditors’ right of access shall include access to the it system used for the management of revenue or expenditure subject to right of access audit, where such access is relevant for the audit. the internal audit bodies and other services of the national administrations concerned shall afford the court of auditors all the facilities which the court of auditors considers necessary for the performance of the court of auditors task.",union institutions the bodies administering revenue or expenditure on the unions behalf and recipients shall afford the court of auditors all the facilities and give it all the information which it considers necessary for the performance of it task. they shall at the request of the court of auditors place at the court of auditors disposal all documents concerning the award and performance of contracts financed by the budget and all accounts of cash or materials all accounting records or supporting documents and also administrative documents relating thereto all documents relating to revenue and l 193150 expenditure all inventories all organisation charts of departments which the court of auditors considers necessary for auditing the annual accounts and budget implementation reports on the basis of records or onthespot auditing and for the same purposes all documents and data created or stored electronically. the court of auditors right of access shall include access to the it system used for the management of revenue or expenditure subject to right of access audit where such access is relevant for the audit. the internal audit bodies and other services of the national administrations concerned shall afford the court of auditors all the facilities which the court of auditors considers necessary for the performance of the court of auditors task.,"[[{'head': 'onthespot auditing', 'type': 'subclass of', 'tail': 'audit'}], [{'head': 'auditing', 'type': 'subclass of', 'tail': 'audit'}], [{'head': 'accounting records', 'type': 'subclass of', 'tail': 'documents'}]]"
"TITLE XIV 
EXTERNAL AUDIT AND DISCHARGE ",Article 257  Court of Auditors’ right of access ,"the officials whose operations are checked by the court of auditors shall: (a) show whose operations records of cash in hand, any other cash, securities and materials of all kinds, and also the supporting documents in respect of whose operations stewardship of the funds with which whose operations are entrusted, and also any books, registers and other documents relating thereto; (b) present the correspondence and any other documents required for the full implementation of the audit referred to in article 255. the information supplied under point (b) of the first subparagraph may be requested only by the court of auditors.",the officials whose operations are checked by the court of auditors shall: show whose operations records of cash in hand any other cash securities and materials of all kinds and also the supporting documents in respect of whose operations stewardship of the funds with which whose operations are entrusted and also any books registers and other documents relating thereto present the correspondence and any other documents required for the full implementation of the audit referred to in article 255. the information supplied under point of the first subparagraph may be requested only by the court of auditors.,"[[{'head': 'books register', 'type': 'subclass of', 'tail': 'documents'}], [{'head': 'cash', 'type': 'subclass of', 'tail': 'securities'}], [{'head': 'books registers', 'type': 'subclass of', 'tail': 'documents'}]]"
"TITLE XIV 
EXTERNAL AUDIT AND DISCHARGE ",Article 257  Court of Auditors’ right of access ,"the court of auditors shall be empowered to audit the documents in respect of the revenue and expenditure of the union which are held by the departments of union institutions and, in particular, by the departments responsible for decisions in respect of such revenue and expenditure, the bodies administering revenue or expenditure on the union’s behalf and the natural or legal persons receiving payments from the budget.",the court of auditors shall be empowered to audit the documents in respect of the revenue and expenditure of the union which are held by the departments of union institutions and in particular by the departments responsible for decisions in respect of such revenue and expenditure the bodies administering revenue or expenditure on the unions behalf and the natural or legal persons receiving payments from the budget.,"[[{'head': 'audit', 'type': 'practiced by', 'tail': 'auditors'}, {'head': 'auditors', 'type': 'field of this occupation', 'tail': 'audit'}], [{'head': 'audit', 'type': 'practiced by', 'tail': 'auditors'}], [{'head': 'budget', 'type': 'has part', 'tail': 'revenue'}]]"
"TITLE XIV 
EXTERNAL AUDIT AND DISCHARGE ",Article 257  Court of Auditors’ right of access ,"the task of establishing that the revenue has been received and the expenditure incurred in a lawful and proper manner and that the financial management has been sound shall extend to the use, by bodies outside union institutions, of union funds received by way of contributions.",the task of establishing that the revenue has been received and the expenditure incurred in a lawful and proper manner and that the financial management has been sound shall extend to the use by bodies outside union institutions of union funds received by way of contributions.,"[[{'head': 'revenue', 'type': 'has part', 'tail': 'expenditure'}], [{'head': 'revenue', 'type': 'opposite of', 'tail': 'expenditure'}], [{'head': 'revenue', 'type': 'opposite of', 'tail': 'expenditure'}, {'head': 'expenditure', 'type': 'opposite of', 'tail': 'revenue'}]]"
"TITLE XIV 
EXTERNAL AUDIT AND DISCHARGE ",Article 257  Court of Auditors’ right of access ,"union financing paid to recipients outside union institutions shall be subject to the agreement in writing by recipients outside union institutions or, failing agreement on recipients outside union institutions part, by contractors or subcontractors, to an audit by the court of auditors into the use made of the financing granted.",union financing paid to recipients outside union institutions shall be subject to the agreement in writing by recipients outside union institutions or failing agreement on recipients outside union institutions part by contractors or subcontractors to an audit by the court of auditors into the use made of the financing granted.,"[[{'head': 'auditors', 'type': 'field of this occupation', 'tail': 'audit'}], [{'head': 'contractors', 'type': 'has part', 'tail': 'subcontractors'}, {'head': 'subcontractors', 'type': 'part of', 'tail': 'contractors'}], [{'head': 'contractor', 'type': 'has part', 'tail': 'subcontractor'}, {'head': 'subcontractor', 'type': 'part of', 'tail': 'contractor'}]]"
"TITLE XIV 
EXTERNAL AUDIT AND DISCHARGE ",Article 257  Court of Auditors’ right of access ,"the commission shall, at the request of the court of auditors, provide the commission with any information on borrowing and lending operations.",the commission shall at the request of the court of auditors provide the commission with any information on borrowing and lending operations.,"[[{'head': 'lending', 'type': 'subclass of', 'tail': 'borrowing'}], [{'head': 'lending', 'type': 'use', 'tail': 'borrowing'}], [{'head': 'lending operations', 'type': 'subclass of', 'tail': 'borrowing'}]]"
"TITLE XIV 
EXTERNAL AUDIT AND DISCHARGE ",Article 257  Court of Auditors’ right of access ,"use of integrated computer systems shall not have the effect of reducing access by the court of auditors to supporting documents. whenever technically possible, electronic access to data and documents necessary for the audit shall be given to the court of auditors in the audit own premises and in compliance with relevant security rules.",use of integrated computer systems shall not have the effect of reducing access by the court of auditors to supporting documents. whenever technically possible electronic access to data and documents necessary for the audit shall be given to the court of auditors in the audit own premises and in compliance with relevant security rules.,"[[{'head': 'computer system', 'type': 'has part', 'tail': 'data'}], [{'head': 'electronic access', 'type': 'subclass of', 'tail': 'computer system'}], [{'head': 'computer system', 'type': 'use', 'tail': 'electronic access'}]]"
"TITLE XIV 
EXTERNAL AUDIT AND DISCHARGE ",Article 258  Annual report of the Court of Auditors ,"the court of auditors shall transmit to the commission and the other union institutions concerned, by 30 june, any observations which are, in 30 june opinion, such that the commission and the other union institutions concerned should appear in 30 june annual report. any observations which are, in its opinion, such that they should appear in its annual report shall remain confidential and shall be subject to an adversarial procedure. each union institution shall address each union institution reply to the court of auditors by 15 october. the replies of union institutions other than the commission shall be sent to the commission at the same time.",the court of auditors shall transmit to the commission and the other union institutions concerned by 30 june any observations which are in 30 june opinion such that the commission and the other union institutions concerned should appear in 30 june annual report. any observations which are in its opinion such that they should appear in its annual report shall remain confidential and shall be subject to an adversarial procedure. each union institution shall address each union institution reply to the court of auditors by 15 october. the replies of union institutions other than the commission shall be sent to the commission at the same time.,"[[{'head': 'annual report', 'type': 'instance of', 'tail': 'annual report'}], [{'head': 'annual report', 'type': 'facet of', 'tail': 'annual report'}], [{'head': 'annual report', 'type': 'subclass of', 'tail': 'annual report'}]]"
"TITLE XIV 
EXTERNAL AUDIT AND DISCHARGE ",Article 258  Annual report of the Court of Auditors ,its annual report shall contain an assessment of the soundness of financial management.,its annual report shall contain an assessment of the soundness of financial management.,"[[{'head': 'annual report', 'type': 'main subject', 'tail': 'financial management'}], [{'head': 'annual report', 'type': 'facet of', 'tail': 'financial management'}], [{'head': 'financial management', 'type': 'subclass of', 'tail': 'soundness'}]]"
"TITLE XIV 
EXTERNAL AUDIT AND DISCHARGE ",Article 258  Annual report of the Court of Auditors ,its annual report shall contain a section for each union institution and for the common provisioning fund. the court of auditors may add any summary report or general observations which it sees fit to make.,its annual report shall contain a section for each union institution and for the common provisioning fund. the court of auditors may add any summary report or general observations which it sees fit to make.,"[[{'head': 'general observations', 'type': 'subclass of', 'tail': 'annual report'}], [{'head': 'general observations', 'type': 'instance of', 'tail': 'annual report'}], [{'head': 'annual report', 'type': 'subclass of', 'tail': 'annual report'}]]"
"TITLE XIV 
EXTERNAL AUDIT AND DISCHARGE ",Article 258  Annual report of the Court of Auditors ,"the court of auditors shall transmit to the authorities responsible for giving discharge and to the other union institutions, by 15 november, it annual report accompanied by the replies of union institutions and shall ensure publication thereof in the official journal of the european union.",the court of auditors shall transmit to the authorities responsible for giving discharge and to the other union institutions by 15 november it annual report accompanied by the replies of union institutions and shall ensure publication thereof in the official journal of the european union.,"[[{'head': 'official journal', 'type': 'publisher', 'tail': 'european union'}], [{'head': 'official journal of the european union', 'type': 'publisher', 'tail': 'union institutions'}], [{'head': 'european union', 'type': 'instance of', 'tail': 'union institutions'}]]"
"TITLE XIV 
EXTERNAL AUDIT AND DISCHARGE ",Article 259  Special reports of the Court of Auditors ,"the court of auditors shall transmit to the union institution or the body concerned any observations which are, in the body opinion, such that the union institution or the body should appear in a special report. those observations shall remain confidential and shall be subject to an adversarial procedure.    the union institution or the body concerned shall inform the court of auditors, in general, within six weeks of transmission of those observations, of any replies it wishes to make in relation to those observations. that period shall be suspended in duly justified cases, in particular where, during an adversarial procedure, that period is necessary for the union institution or body concerned to obtain feedback from member states in order to finalise member states reply. the replies of the union institution or the body concerned shall directly and exclusively address the observations of the court of auditors. upon request of the court of auditors or of the union institution or body concerned, the replies may be examined by the european parliament and by the council after publication of a special report. the court of auditors shall ensure that special reports are drawn up and adopted within an appropriate period of time, which shall, in general, not exceed 13 months. the special reports, together with the replies of the union institutions or bodies concerned, shall be transmitted without delay to the european parliament and to the council, each of which shall decide, where appropriate in conjunction with the commission, what action is to be taken in response. the court of auditors shall take all necessary steps to ensure that the replies to the court of auditors observations from each union institution or body concerned as well as the timeline for the drawing up of a special report are published together with a special report.",the court of auditors shall transmit to the union institution or the body concerned any observations which are in the body opinion such that the union institution or the body should appear in a special report. those observations shall remain confidential and shall be subject to an adversarial procedure.the union institution or the body concerned shall inform the court of auditors in general within six weeks of transmission of those observations of any replies it wishes to make in relation to those observations. that period shall be suspended in duly justified cases in particular where during an adversarial procedure that period is necessary for the union institution or body concerned to obtain feedback from member states in order to finalise member states reply. the replies of the union institution or the body concerned shall directly and exclusively address the observations of the court of auditors. upon request of the court of auditors or of the union institution or body concerned the replies may be examined by the european parliament and by the council after publication of a special report. the court of auditors shall ensure that special reports are drawn up and adopted within an appropriate period of time which shall in general not exceed 13 months. the special reports together with the replies of the union institutions or bodies concerned shall be transmitted without delay to the european parliament and to the council each of which shall decide where appropriate in conjunction with the commission what action is to be taken in response. the court of auditors shall take all necessary steps to ensure that the replies to the court of auditors observations from each union institution or body concerned as well as the timeline for the drawing up of a special report are published together with a special report.,"[[{'head': 'european parliament', 'type': 'has part', 'tail': 'council'}, {'head': 'council', 'type': 'part of', 'tail': 'european parliament'}], [{'head': 'council', 'type': 'part of', 'tail': 'european parliament'}], [{'head': 'member states', 'type': 'part of', 'tail': 'european parliament'}]]"
"TITLE XIV 
EXTERNAL AUDIT AND DISCHARGE ",Article 259  Special reports of the Court of Auditors ,the opinions referred to in the second subparagraph of article 287(4) tfeu which do not relate to proposals or drafts covered by the legislative consultation procedure may be published by the court of auditors in the official journal of the european union. the court of auditors shall take the court of auditors decision on publication after consulting the union institution which requested the opinion or which is concerned by the court of auditors. opinions published shall be accompanied by any remarks by the union institutions concerned. chapter 2 discharge,the opinions referred to in the second subparagraph of article 287(4) tfeu which do not relate to proposals or drafts covered by the legislative consultation procedure may be published by the court of auditors in the official journal of the european union. the court of auditors shall take the court of auditors decision on publication after consulting the union institution which requested the opinion or which is concerned by the court of auditors. opinions published shall be accompanied by any remarks by the union institutions concerned. chapter 2 discharge,"[[{'head': 'official journal', 'type': 'publisher', 'tail': 'european union'}], [{'head': 'official journal', 'type': 'owned by', 'tail': 'european union'}, {'head': 'european union', 'type': 'owner of', 'tail': 'official journal'}], [{'head': 'official journal', 'type': 'owned by', 'tail': 'european union'}]]"
"TITLE XIV 
EXTERNAL AUDIT AND DISCHARGE ",Article 260  Timetable of the discharge procedure ,"the european parliament, upon a recommendation from the council acting by qualified majority, shall, before 15 may of year n+2, give a discharge to the commission in respect of the implementation of the budget for year n.",the european parliament upon a recommendation from the council acting by qualified majority shall before 15 may of year n2 give a discharge to the commission in respect of the implementation of the budget for year n.,"[[{'head': 'european parliament', 'type': 'has part', 'tail': 'council'}, {'head': 'council', 'type': 'part of', 'tail': 'european parliament'}], [{'head': 'european', 'type': 'legislative body', 'tail': 'parliament'}, {'head': 'parliament', 'type': 'applies to jurisdiction', 'tail': 'european'}], [{'head': 'european parliament', 'type': 'has part', 'tail': 'council'}]]"
"TITLE XIV 
EXTERNAL AUDIT AND DISCHARGE ",Article 260  Timetable of the discharge procedure ,"where the deadline provided for in paragraph 1 cannot be complied with, the european parliament or the council shall inform the commission of the reasons therefor.",where the deadline provided for in paragraph 1 cannot be complied with the european parliament or the council shall inform the commission of the reasons therefor.,"[[{'head': 'european parliament', 'type': 'has part', 'tail': 'council'}, {'head': 'council', 'type': 'part of', 'tail': 'european parliament'}], [{'head': 'european parliament', 'type': 'has part', 'tail': 'council'}], [{'head': 'european', 'type': 'legislative body', 'tail': 'parliament'}, {'head': 'parliament', 'type': 'applies to jurisdiction', 'tail': 'european'}]]"
"TITLE XIV 
EXTERNAL AUDIT AND DISCHARGE ",Article 260  Timetable of the discharge procedure ,"if the european parliament postpones the decision giving a discharge, the commission shall make every effort to take measures, as soon as possible, to remove or facilitate removal of the obstacles to that decision.",if the european parliament postpones the decision giving a discharge the commission shall make every effort to take measures as soon as possible to remove or facilitate removal of the obstacles to that decision.,"[[{'head': 'european parliament', 'type': 'applies to jurisdiction', 'tail': 'european'}, {'head': 'european', 'type': 'legislative body', 'tail': 'european parliament'}], [{'head': 'european', 'type': 'legislative body', 'tail': 'parliament'}, {'head': 'parliament', 'type': 'applies to jurisdiction', 'tail': 'european'}], [{'head': 'european parliament', 'type': 'applies to jurisdiction', 'tail': 'european'}]]"
"TITLE XIV 
EXTERNAL AUDIT AND DISCHARGE ",Article 261  The discharge procedure ,"the discharge decision shall cover the accounts of all the union’s revenue and expenditure, the resulting balance and the assets and liabilities of the union shown in the balance sheet.",the discharge decision shall cover the accounts of all the unions revenue and expenditure the resulting balance and the assets and liabilities of the union shown in the balance sheet.,"[[{'head': 'balance sheet', 'type': 'subclass of', 'tail': 'accounts'}], [{'head': 'assets', 'type': 'opposite of', 'tail': 'liabilities'}, {'head': 'liabilities', 'type': 'opposite of', 'tail': 'assets'}], [{'head': 'balance sheet', 'type': 'facet of', 'tail': 'accounts'}]]"
"TITLE XIV 
EXTERNAL AUDIT AND DISCHARGE ",Article 261  The discharge procedure ,"with a view to giving the discharge, the european parliament shall, after the council has done so, examine the accounts, financial statements and the evaluation report referred to in article 318 tfeu. the council shall also examine the annual report made by the court of auditors together with the replies of the union institutions under audit, and any relevant special reports by the court of auditors in respect of the financial year concerned and the court of auditors’ statement of assurance as to the reliability of the accounts and the legality and regularity of the underlying transactions.",with a view to giving the discharge the european parliament shall after the council has done so examine the accounts financial statements and the evaluation report referred to in article 318 tfeu. the council shall also examine the annual report made by the court of auditors together with the replies of the union institutions under audit and any relevant special reports by the court of auditors in respect of the financial year concerned and the court of auditors statement of assurance as to the reliability of the accounts and the legality and regularity of the underlying transactions.,"[[{'head': 'european parliament', 'type': 'instance of', 'tail': 'parliament'}], [{'head': 'financial statements', 'type': 'subclass of', 'tail': 'accounts'}], [{'head': 'accounts', 'type': 'subclass of', 'tail': 'financial statements'}]]"
"TITLE XIV 
EXTERNAL AUDIT AND DISCHARGE ",Article 261  The discharge procedure ,"the commission shall submit to the european parliament, at the latter’s request, any information required for the smooth application of the discharge procedure for the financial year concerned, in accordance with article 319 tfeu.",the commission shall submit to the european parliament at the latters request any information required for the smooth application of the discharge procedure for the financial year concerned in accordance with article 319 tfeu.,"[[{'head': 'european parliament', 'type': 'applies to jurisdiction', 'tail': 'latters'}, {'head': 'latters', 'type': 'legislative body', 'tail': 'european parliament'}], [{'head': 'european parliament', 'type': 'applies to jurisdiction', 'tail': 'latters'}], [{'head': 'european parliament', 'type': 'country', 'tail': 'latters'}, {'head': 'latters', 'type': 'legislative body', 'tail': 'european parliament'}]]"
"TITLE XIV 
EXTERNAL AUDIT AND DISCHARGE ",Article 262  Follow-up measures ,"in accordance with article 319 tfeu and article 106a of the euratom treaty, union institutions and union bodies referred to in articles 70 and 71 of this regulation shall take all appropriate steps to act on the observations accom­panying the european parliament’s discharge decision and on the comments accompanying the recommendation for discharge adopted by the council. l 193/152",in accordance with article 319 tfeu and article 106a of the euratom treaty union institutions and union bodies referred to in articles 70 and 71 of this regulation shall take all appropriate steps to act on the observations accom­panying the european parliaments discharge decision and on the comments accompanying the recommendation for discharge adopted by the council. l 193152,"[[{'head': 'euratom', 'type': 'instance of', 'tail': 'treaty union'}], [{'head': 'euratom', 'type': 'instance of', 'tail': 'treaty union institutions and union bodies'}], [{'head': 'european parliaments', 'type': 'instance of', 'tail': 'treaty union'}]]"
"TITLE XIV 
EXTERNAL AUDIT AND DISCHARGE ",Article 262  Follow-up measures ,"at the request of the european parliament or of the council, union institutions and union bodies referred to in articles 70 and 71 shall report on the measures taken in the light of those observations and comments, and, in particular, on the instructions union institutions and union bodies have given to any of union institutions and union bodies departments which are responsible for budget implementation. member states shall cooperate with the commission by informing the commission of the measures member states have taken to act on those observations so that the commission may take member states into account when drawing up the commission own report. the reports from union institutions and union bodies referred to in articles 70 and 71 shall also be transmitted to the court of auditors.",at the request of the european parliament or of the council union institutions and union bodies referred to in articles 70 and 71 shall report on the measures taken in the light of those observations and comments and in particular on the instructions union institutions and union bodies have given to any of union institutions and union bodies departments which are responsible for budget implementation. member states shall cooperate with the commission by informing the commission of the measures member states have taken to act on those observations so that the commission may take member states into account when drawing up the commission own report. the reports from union institutions and union bodies referred to in articles 70 and 71 shall also be transmitted to the court of auditors.,"[[{'head': 'european parliament', 'type': 'has part', 'tail': 'council'}, {'head': 'council', 'type': 'part of', 'tail': 'european parliament'}], [{'head': 'parliament', 'type': 'applies to jurisdiction', 'tail': 'european'}, {'head': 'european', 'type': 'legislative body', 'tail': 'parliament'}], [{'head': 'union institutions', 'type': 'has part', 'tail': 'union bodies'}, {'head': 'union bodies', 'type': 'part of', 'tail': 'union institutions'}]]"
"TITLE XIV 
EXTERNAL AUDIT AND DISCHARGE ",Article 263  Specific provisions regarding the EEAS ,"the eeas shall be subject to the procedures provided for in article 319 tfeu and in articles 260, 261 and 262 of this regulation. the eeas shall fully cooperate with union institutions involved in the discharge procedure and provide, as appropriate, any additional necessary information, including through attendance at meetings of the relevant bodies.",the eeas shall be subject to the procedures provided for in article 319 tfeu and in articles 260 261 and 262 of this regulation. the eeas shall fully cooperate with union institutions involved in the discharge procedure and provide as appropriate any additional necessary information including through attendance at meetings of the relevant bodies.,"[[{'head': 'union', 'type': 'subclass of', 'tail': 'institutions'}], [{'head': 'tfeu', 'type': 'has part', 'tail': '261'}, {'head': 'tfeu', 'type': 'has part', 'tail': '262'}, {'head': '261', 'type': 'part of', 'tail': 'tfeu'}, {'head': '262', 'type': 'part of', 'tail': 'tfeu'}], [{'head': 'tfeu', 'type': 'has part', 'tail': 'article 319'}]]"
"TITLE XV 
ADMINISTRATIVE APPROPRIATIONS ",Article 264  General provisions ,administrative appropriations shall be non-differentiated appropriations.,administrative appropriations shall be nondifferentiated appropriations.,"[[{'head': 'nondifferentiated appropriations', 'type': 'subclass of', 'tail': 'appropriations'}], [{'head': 'nondifferentiated', 'type': 'subclass of', 'tail': 'appropriations'}], []]"
"TITLE XV 
ADMINISTRATIVE APPROPRIATIONS ",Article 264  General provisions ,this title applies to the administrative appropriations referred to in in article 47(4) and to those of union institutions other than the commission. budgetary commitments corresponding to administrative appropriations of a type common to several titles and which are managed globally may be recorded globally in the budgetary accounting following the summary classification by type as set out in article 47(4). the corresponding expenditure shall be booked to the budget lines of each title according to the same distribution as for appropriations.,this title applies to the administrative appropriations referred to in in article 47(4) and to those of union institutions other than the commission. budgetary commitments corresponding to administrative appropriations of a type common to several titles and which are managed globally may be recorded globally in the budgetary accounting following the summary classification by type as set out in article 47(4). the corresponding expenditure shall be booked to the budget lines of each title according to the same distribution as for appropriations.,"[[{'head': 'budget lines', 'type': 'part of', 'tail': 'budgetary accounting'}], [{'head': 'budget line', 'type': 'part of', 'tail': 'budgetary accounting'}], [{'head': 'budget lines', 'type': 'facet of', 'tail': 'budgetary accounting'}]]"
"TITLE XV 
ADMINISTRATIVE APPROPRIATIONS ",Article 264  General provisions ,"administrative expenditure arising from contracts covering periods that extend beyond the financial year, either in accordance with local practice or relating to the supply of equipment, shall be charged to the budget for the financial year in which it is effected.",administrative expenditure arising from contracts covering periods that extend beyond the financial year either in accordance with local practice or relating to the supply of equipment shall be charged to the budget for the financial year in which it is effected.,"[[{'head': 'budget', 'type': 'subclass of', 'tail': 'administrative expenditure'}], [], []]"
"TITLE XV 
ADMINISTRATIVE APPROPRIATIONS ",Article 264  General provisions ,"advances may be paid, in accordance with the conditions laid down in the staff regulations and in the specific provisions concerning members of union institutions, to staff and to members of union institutions.",advances may be paid in accordance with the conditions laid down in the staff regulations and in the specific provisions concerning members of union institutions to staff and to members of union institutions.,"[[{'head': 'unions', 'type': 'has part', 'tail': 'staff'}, {'head': 'staff', 'type': 'part of', 'tail': 'unions'}], [{'head': 'union institutions', 'type': 'has part', 'tail': 'staff'}], [{'head': 'unions', 'type': 'has part', 'tail': 'staff'}]]"
"TITLE XV 
ADMINISTRATIVE APPROPRIATIONS ",Article 265  Payments made in advance ,"expenditure referred to in point (a) of article 11(2) which shall be paid in advance pursuant to legal or contractual provisions may give rise to payments from 1 december onwards to be charged to the appropriations for the following financial year. in that case, the limit set out in article 11(2) shall not apply.",expenditure referred to in point of article 11(2) which shall be paid in advance pursuant to legal or contractual provisions may give rise to payments from 1 december onwards to be charged to the appropriations for the following financial year. in that case the limit set out in article 11(2) shall not apply.,"[[{'head': 'financial year', 'type': 'has part', 'tail': 'appropriations'}], [{'head': 'financial year', 'type': 'subclass of', 'tail': 'appropriations'}], [{'head': 'contractual provisions', 'type': 'part of', 'tail': 'legal'}]]"
"TITLE XV 
ADMINISTRATIVE APPROPRIATIONS ",Article 266  Specific provisions regarding building projects ,"each union institution shall provide the european parliament and the council, by 1 june each year, with a working document on each union institution building policy, which shall incorporate the following information: (a) for each building, the expenditure and surface area covered by the appropriations of the corresponding budget lines. the expenditure shall include the costs of the fitting-out of buildings but not the other charges; (b) the expected evolution of the global programming of surface area and locations for the coming years with a description of the building projects in planning phase which are already identified; (c) the final terms and costs, as well as relevant information regarding project implementation of new building projects previously submitted to the european parliament and to the council under the procedure set out in paragraphs 2 and 3 and not included in the preceding year’s working documents.",each union institution shall provide the european parliament and the council by 1 june each year with a working document on each union institution building policy which shall incorporate the following information: for each building the expenditure and surface area covered by the appropriations of the corresponding budget lines. the expenditure shall include the costs of the fittingout of buildings but not the other charges the expected evolution of the global programming of surface area and locations for the coming years with a description of the building projects in planning phase which are already identified the final terms and costs as well as relevant information regarding project implementation of new building projects previously submitted to the european parliament and to the council under the procedure set out in paragraphs 2 and 3 and not included in the preceding years working documents.,"[[{'head': 'european parliament', 'type': 'has part', 'tail': 'council'}, {'head': 'council', 'type': 'part of', 'tail': 'european parliament'}], [{'head': 'european parliament', 'type': 'has part', 'tail': 'council'}], [{'head': 'european parliament', 'type': 'part of', 'tail': 'european parliament'}, {'head': 'european parliament', 'type': 'has part', 'tail': 'european parliament'}]]"
"TITLE XV 
ADMINISTRATIVE APPROPRIATIONS ",Article 266  Specific provisions regarding building projects ,"for any building project likely to have significant financial implications for the budget, the union institution concerned shall inform the european parliament and the council the council as early as possible, and in any case before any prospecting of the local market takes place, in the case of building contracts, or before invitations to tender are issued, in the case of building works, about the building surface area required and the provisional planning.",for any building project likely to have significant financial implications for the budget the union institution concerned shall inform the european parliament and the council the council as early as possible and in any case before any prospecting of the local market takes place in the case of building contracts or before invitations to tender are issued in the case of building works about the building surface area required and the provisional planning.,"[[{'head': 'european parliament', 'type': 'has part', 'tail': 'council the council'}, {'head': 'council the council', 'type': 'part of', 'tail': 'european parliament'}], [{'head': 'european parliament', 'type': 'has part', 'tail': 'council the council'}], [{'head': 'european parliament', 'type': 'has part', 'tail': 'council'}, {'head': 'council', 'type': 'part of', 'tail': 'european parliament'}]]"
"TITLE XV 
ADMINISTRATIVE APPROPRIATIONS ",Article 266  Specific provisions regarding building projects ,"for any building project likely to have significant financial implications for the budget, the union institution concerned shall present the building project, in particular the union institution concerned detailed estimated costs and the union institution concerned financing including any possible use of internal assigned revenue referred to in point (e) of article 21(3), as well as a list of draft contracts intended to be used, to the european parliament and to the council and shall request the european parliament and to the council approval before contracts are concluded. at the request of the union institution concerned, documents submitted relating to the building project shall be treated confidentially. except in cases of force majeure as referred to in paragraph 4, the european parliament and the council shall deliberate upon the building project within four weeks of the building project receipt by both institutions. the building project shall be deemed approved at the expiry of this four-week period, unless the european parliament or the council take a decision contrary to the proposal within that period of time. if the european parliament and the council raise concerns within that four-week period, that four-week period shall be extended once by two weeks. if the european parliament or the council take a decision contrary to the building project, the union institution concerned shall withdraw the union institution concerned proposal and may submit a new one.",for any building project likely to have significant financial implications for the budget the union institution concerned shall present the building project in particular the union institution concerned detailed estimated costs and the union institution concerned financing including any possible use of internal assigned revenue referred to in point of article 21(3) as well as a list of draft contracts intended to be used to the european parliament and to the council and shall request the european parliament and to the council approval before contracts are concluded. at the request of the union institution concerned documents submitted relating to the building project shall be treated confidentially. except in cases of force majeure as referred to in paragraph 4 the european parliament and the council shall deliberate upon the building project within four weeks of the building project receipt by both institutions. the building project shall be deemed approved at the expiry of this fourweek period unless the european parliament or the council take a decision contrary to the proposal within that period of time. if the european parliament and the council raise concerns within that fourweek period that fourweek period shall be extended once by two weeks. if the european parliament or the council take a decision contrary to the building project the union institution concerned shall withdraw the union institution concerned proposal and may submit a new one.,"[[{'head': 'european parliament', 'type': 'has part', 'tail': 'council'}, {'head': 'council', 'type': 'part of', 'tail': 'european parliament'}], [{'head': 'european parliament', 'type': 'part of', 'tail': 'european parliament'}, {'head': 'european parliament', 'type': 'has part', 'tail': 'european parliament'}], [{'head': 'european parliament', 'type': 'part of', 'tail': 'european parliament'}]]"
